=== RESULTS ===

Algorithm:	Apriori
Count:		25507

Finished in 34.79 seconds['35-50y', '<40h', 0.21531232725262575, 0.6273264137437365]
[('<40h', 'Never-married'), ('Private', 'White', 'cg_0'), 0.16021743136170996, 0.6086804340217011]
[('<40h', 'Private'), ('Never-married', 'White', 'cg_0'), 0.16021743136170996, 0.3204939181717656]
[('Never-married', 'Private'), ('<40h', 'White', 'cg_0'), 0.16021743136170996, 0.6373075983386269]
[('Never-married', 'White'), ('<40h', 'Private', 'cg_0'), 0.16021743136170996, 0.5957519698526893]
[('Never-married', 'cg_0'), ('<40h', 'Private', 'White'), 0.16021743136170996, 0.5100703949941338]
['Never-married', ('<40h', 'Private', 'White', 'cg_0'), 0.16021743136170996, 0.4883459702330806]
[('<40h', 'Never-married', 'Private', 'White'), 'cl_0', 0.1613537252011547, 0.974406528189911]
[('<40h', 'Never-married', 'Private', 'cl_0'), 'White', 0.1613537252011547, 0.8154586372807698]
[('<40h', 'Never-married', 'White', 'cl_0'), 'Private', 0.1613537252011547, 0.782427401340283]
[('<40h', 'Private', 'White', 'cl_0'), 'Never-married', 0.1613537252011547, 0.40303774163853945]
[('Never-married', 'Private', 'White', 'cl_0'), '<40h', 0.1613537252011547, 0.7967849560206248]
[('<40h', 'Never-married', 'Private'), ('White', 'cl_0'), 0.1613537252011547, 0.7947360459839661]
[('<40h', 'Never-married', 'White'), ('Private', 'cl_0'), 0.1613537252011547, 0.7612286293827876]
[('<40h', 'Never-married', 'cl_0'), ('Private', 'White'), 0.1613537252011547, 0.6300515649358436]
[('<40h', 'Private', 'White'), ('Never-married', 'cl_0'), 0.1613537252011547, 0.388350949811516]
[('<40h', 'Private', 'cl_0'), ('Never-married', 'White'), 0.1613537252011547, 0.33462836761989684]
[('Never-married', 'Private', 'White'), ('<40h', 'cl_0'), 0.1613537252011547, 0.7743551952837141]
[('Never-married', 'Private', 'cl_0'), ('<40h', 'White'), 0.1613537252011547, 0.6599673407863333]
[('Never-married', 'White', 'cl_0'), ('<40h', 'Private'), 0.1613537252011547, 0.6183358832529128]
[('<40h', 'Never-married'), ('Private', 'White', 'cl_0'), 0.1613537252011547, 0.6129973165324933]
[('<40h', 'Private'), ('Never-married', 'White', 'cl_0'), 0.1613537252011547, 0.32276692468362206]
[('Never-married', 'Private'), ('<40h', 'White', 'cl_0'), 0.1613537252011547, 0.6418275103835818]
[('Never-married', 'White'), ('<40h', 'Private', 'cl_0'), 0.1613537252011547, 0.5999771611282403]
[('Never-married', 'cl_0'), ('<40h', 'Private', 'White'), 0.1613537252011547, 0.5067026714244383]
['Never-married', ('<40h', 'Private', 'White', 'cl_0'), 0.1613537252011547, 0.49180941683047835]
[('<40h', 'Never-married', 'Private', 'cg_0'), 'cl_0', 0.19138873533566733, 0.97375]
[('<40h', 'Never-married', 'Private', 'cl_0'), 'cg_0', 0.19138873533566733, 0.9672512804594133]
[('<40h', 'Never-married', 'cg_0', 'cl_0'), 'Private', 0.19138873533566733, 0.7743538767395626]
[('<40h', 'Private', 'cg_0', 'cl_0'), 'Never-married', 0.19138873533566733, 0.4236285772551152]
[('Never-married', 'Private', 'cg_0', 'cl_0'), '<40h', 0.19138873533566733, 0.8163479172124706]
[('<40h', 'Never-married', 'Private'), ('cg_0', 'cl_0'), 0.19138873533566733, 0.9426713054000908]
[('<40h', 'Never-married', 'cg_0'), ('Private', 'cl_0'), 0.19138873533566733, 0.7526570048309179]
[('<40h', 'Never-married', 'cl_0'), ('Private', 'cg_0'), 0.19138873533566733, 0.747331814366231]
[('<40h', 'Private', 'cg_0'), ('Never-married', 'cl_0'), 0.19138873533566733, 0.4076399790685505]
[('<40h', 'Private', 'cl_0'), ('Never-married', 'cg_0'), 0.19138873533566733, 0.3969173937965735]
[('<40h', 'cg_0', 'cl_0'), ('Never-married', 'Private'), 0.19138873533566733, 0.30367410583763765]
[('Never-married', 'Private', 'cg_0'), ('<40h', 'cl_0'), 0.19138873533566733, 0.7929762056241252]
[('Never-married', 'Private', 'cl_0'), ('<40h', 'cg_0'), 0.19138873533566733, 0.7828162291169452]
[('Never-married', 'cg_0', 'cl_0'), ('<40h', 'Private'), 0.19138873533566733, 0.6286060117006254]
[('Private', 'cg_0', 'cl_0'), ('<40h', 'Never-married'), 0.19138873533566733, 0.31188069262336104]
[('<40h', 'Never-married'), ('Private', 'cg_0', 'cl_0'), 0.19138873533566733, 0.7271030218177575]
[('<40h', 'Private'), ('Never-married', 'cg_0', 'cl_0'), 0.19138873533566733, 0.38284801572674776]
[('Never-married', 'Private'), ('<40h', 'cg_0', 'cl_0'), 0.19138873533566733, 0.761299780112387]
[('Never-married', 'cg_0'), ('<40h', 'Private', 'cl_0'), 0.19138873533566733, 0.6093077825576848]
[('Never-married', 'cl_0'), ('<40h', 'Private', 'cg_0'), 0.19138873533566733, 0.6010222779438712]
['Never-married', ('<40h', 'Private', 'cg_0', 'cl_0'), 0.19138873533566733, 0.583356734999532]
[('<40h', 'Never-married', 'United-States', 'White'), 'cg_0', 0.18825624961611695, 0.9642913323894919]
[('<40h', 'Never-married', 'United-States', 'cg_0'), 'White', 0.18825624961611695, 0.8277072643802322]
[('<40h', 'Never-married', 'White', 'cg_0'), 'United-States', 0.18825624961611695, 0.9197299324831207]
[('<40h', 'United-States', 'White', 'cg_0'), 'Never-married', 0.18825624961611695, 0.37914398812469075]
[('Never-married', 'United-States', 'White', 'cg_0'), '<40h', 0.18825624961611695, 0.7946590614467203]
[('<40h', 'Never-married', 'United-States'), ('White', 'cg_0'), 0.18825624961611695, 0.7983849960927325]
[('<40h', 'Never-married', 'White'), ('United-States', 'cg_0'), 0.18825624961611695, 0.8881483627933933]
[('<40h', 'Never-married', 'cg_0'), ('United-States', 'White'), 0.18825624961611695, 0.7403381642512077]
[('<40h', 'United-States', 'White'), ('Never-married', 'cg_0'), 0.18825624961611695, 0.35179340028694406]
[('<40h', 'United-States', 'cg_0'), ('Never-married', 'White'), 0.18825624961611695, 0.32264856045055]
[('<40h', 'White', 'cg_0'), ('Never-married', 'United-States'), 0.18825624961611695, 0.34607350533506465]
[('Never-married', 'United-States', 'White'), ('<40h', 'cg_0'), 0.18825624961611695, 0.7601686507936508]
[('Never-married', 'United-States', 'cg_0'), ('<40h', 'White'), 0.18825624961611695, 0.6692139737991266]
[('Never-married', 'White', 'cg_0'), ('<40h', 'United-States'), 0.18825624961611695, 0.7308930487659473]
[('<40h', 'Never-married'), ('United-States', 'White', 'cg_0'), 0.18825624961611695, 0.715202426788006]
[('<40h', 'United-States'), ('Never-married', 'White', 'cg_0'), 0.18825624961611695, 0.30028411874203975]
[('<40h', 'White'), ('Never-married', 'United-States', 'cg_0'), 0.18825624961611695, 0.3216834592779177]
[('Never-married', 'United-States'), ('<40h', 'White', 'cg_0'), 0.18825624961611695, 0.639941538782754]
[('Never-married', 'White'), ('<40h', 'United-States', 'cg_0'), 0.18825624961611695, 0.7000114194358799]
[('Never-married', 'cg_0'), ('<40h', 'United-States', 'White'), 0.18825624961611695, 0.5993351583887369]
['Never-married', ('<40h', 'United-States', 'White', 'cg_0'), 0.18825624961611695, 0.5738088551904895]
[('<40h', 'Never-married', 'United-States', 'cg_0'), 'cl_0', 0.2209937964498495, 0.9716446124763705]
[('<40h', 'Never-married', 'United-States', 'cl_0'), 'cg_0', 0.2209937964498495, 0.9635779325120514]
[('<40h', 'Never-married', 'cg_0', 'cl_0'), 'United-States', 0.2209937964498495, 0.8941351888667992]
[('<40h', 'United-States', 'cg_0', 'cl_0'), 'Never-married', 0.2209937964498495, 0.3957542759720618]
[('Never-married', 'United-States', 'cg_0', 'cl_0'), '<40h', 0.2209937964498495, 0.8109996618956384]
[('<40h', 'Never-married', 'United-States'), ('cg_0', 'cl_0'), 0.2209937964498495, 0.9372232352175046]
[('<40h', 'Never-married', 'cg_0'), ('United-States', 'cl_0'), 0.2209937964498495, 0.8690821256038648]
[('<40h', 'Never-married', 'cl_0'), ('United-States', 'cg_0'), 0.2209937964498495, 0.8629332054203142]
[('<40h', 'United-States', 'cg_0'), ('Never-married', 'cl_0'), 0.2209937964498495, 0.37875677667245644]
[('<40h', 'United-States', 'cl_0'), ('Never-married', 'cg_0'), 0.2209937964498495, 0.3671803245229105]
[('<40h', 'cg_0', 'cl_0'), ('Never-married', 'United-States'), 0.2209937964498495, 0.3506480849819706]
[('Never-married', 'United-States', 'cg_0'), ('<40h', 'cl_0'), 0.2209937964498495, 0.785589519650655]
[('Never-married', 'United-States', 'cl_0'), ('<40h', 'cg_0'), 0.2209937964498495, 0.774429616874731]
[('Never-married', 'cg_0', 'cl_0'), ('<40h', 'United-States'), 0.2209937964498495, 0.725842243292314]
[('<40h', 'Never-married'), ('United-States', 'cg_0', 'cl_0'), 0.2209937964498495, 0.8395753120989383]
[('<40h', 'United-States'), ('Never-married', 'cg_0', 'cl_0'), 0.2209937964498495, 0.35250318408935044]
[('<40h', 'cg_0'), ('Never-married', 'United-States', 'cl_0'), 0.2209937964498495, 0.33590066750688513]
[('<40h', 'cl_0'), ('Never-married', 'United-States', 'cg_0'), 0.2209937964498495, 0.32592055799628605]
[('Never-married', 'United-States'), ('<40h', 'cg_0', 'cl_0'), 0.2209937964498495, 0.7512266416118593]
[('Never-married', 'cg_0'), ('<40h', 'United-States', 'cl_0'), 0.2209937964498495, 0.7035588580367619]
[('Never-married', 'cl_0'), ('<40h', 'United-States', 'cg_0'), 0.2209937964498495, 0.6939917060468704]
['<40h', ('Never-married', 'United-States', 'cg_0', 'cl_0'), 0.2209937964498495, 0.31314186248912096]
['Never-married', ('<40h', 'United-States', 'cg_0', 'cl_0'), 0.2209937964498495, 0.6735935598614622]
[('<40h', 'Never-married', 'White', 'cg_0'), 'cl_0', 0.19894355383575948, 0.9719429857464366]
[('<40h', 'Never-married', 'White', 'cl_0'), 'cg_0', 0.19894355383575948, 0.9647058823529412]
[('<40h', 'Never-married', 'cg_0', 'cl_0'), 'White', 0.19894355383575948, 0.804920477137177]
[('<40h', 'White', 'cg_0', 'cl_0'), 'Never-married', 0.19894355383575948, 0.38231822474032107]
[('Never-married', 'White', 'cg_0', 'cl_0'), '<40h', 0.19894355383575948, 0.7970960994216808]
[('<40h', 'Never-married', 'White'), ('cg_0', 'cl_0'), 0.19894355383575948, 0.9385685308606201]
[('<40h', 'Never-married', 'cg_0'), ('White', 'cl_0'), 0.19894355383575948, 0.7823671497584541]
[('<40h', 'Never-married', 'cl_0'), ('White', 'cg_0'), 0.19894355383575948, 0.7768317544070032]
[('<40h', 'White', 'cg_0'), ('Never-married', 'cl_0'), 0.19894355383575948, 0.3657200925873652]
[('<40h', 'White', 'cl_0'), ('Never-married', 'cg_0'), 0.19894355383575948, 0.3542407174495543]
[('<40h', 'cg_0', 'cl_0'), ('Never-married', 'White'), 0.19894355383575948, 0.3156612415943865]
[('Never-married', 'White', 'cg_0'), ('<40h', 'cl_0'), 0.19894355383575948, 0.7723858352211757]
[('Never-married', 'White', 'cl_0'), ('<40h', 'cg_0'), 0.19894355383575948, 0.762386724726374]
[('Never-married', 'cg_0', 'cl_0'), ('<40h', 'White'), 0.19894355383575948, 0.6534194068993343]
[('<40h', 'Never-married'), ('White', 'cg_0', 'cl_0'), 0.19894355383575948, 0.7558044568895111]
[('<40h', 'White'), ('Never-married', 'cg_0', 'cl_0'), 0.19894355383575948, 0.3399454240134341]
[('<40h', 'cg_0'), ('Never-married', 'White', 'cl_0'), 0.19894355383575948, 0.3023852868412454]
[('Never-married', 'White'), ('<40h', 'cg_0', 'cl_0'), 0.19894355383575948, 0.7397510562978189]
[('Never-married', 'cg_0'), ('<40h', 'White', 'cl_0'), 0.19894355383575948, 0.6333594055533829]
[('Never-married', 'cl_0'), ('<40h', 'White', 'cg_0'), 0.19894355383575948, 0.6247468415469187]
['Never-married', ('<40h', 'White', 'cg_0', 'cl_0'), 0.19894355383575948, 0.6063839745389872]
[('<=50K', 'Never-married', 'Private', 'United-States'), 'White', 0.18180701431116025, 0.8491107286288009]
[('<=50K', 'Never-married', 'Private', 'White'), 'United-States', 0.18180701431116025, 0.9116107175854635]
[('<=50K', 'Never-married', 'United-States', 'White'), 'Private', 0.18180701431116025, 0.7728459530026109]
[('<=50K', 'Private', 'United-States', 'White'), 'Never-married', 0.18180701431116025, 0.440083258994945]
[('Never-married', 'Private', 'United-States', 'White'), '<=50K', 0.18180701431116025, 0.9557636422344205]
[('<=50K', 'Never-married', 'Private'), ('United-States', 'White'), 0.18180701431116025, 0.7533723593789768]
[('<=50K', 'Never-married', 'United-States'), ('Private', 'White'), 0.18180701431116025, 0.648340816997043]
[('<=50K', 'Never-married', 'White'), ('Private', 'United-States'), 0.18180701431116025, 0.7108549471661864]
[('<=50K', 'Private', 'United-States'), ('Never-married', 'White'), 0.18180701431116025, 0.3796331922534308]
[('<=50K', 'Private', 'White'), ('Never-married', 'United-States'), 0.18180701431116025, 0.3980634749865519]
[('<=50K', 'United-States', 'White'), ('Never-married', 'Private'), 0.18180701431116025, 0.3129460273827774]
[('Never-married', 'Private', 'United-States'), ('<=50K', 'White'), 0.18180701431116025, 0.8143053645116919]
[('Never-married', 'Private', 'White'), ('<=50K', 'United-States'), 0.18180701431116025, 0.8725128960943257]
[('Never-married', 'United-States', 'White'), ('<=50K', 'Private'), 0.18180701431116025, 0.7341269841269841]
[('Private', 'United-States', 'White'), ('<=50K', 'Never-married'), 0.18180701431116025, 0.33393501805054154]
[('<=50K', 'Never-married'), ('Private', 'United-States', 'White'), 0.18180701431116025, 0.5808477237048666]
[('<=50K', 'Private'), ('Never-married', 'United-States', 'White'), 0.18180701431116025, 0.33384086167033217]
[('Never-married', 'Private'), ('<=50K', 'United-States', 'White'), 0.18180701431116025, 0.7231859271927681]
[('Never-married', 'United-States'), ('<=50K', 'Private', 'White'), 0.18180701431116025, 0.6180185823154818]
[('Never-married', 'White'), ('<=50K', 'Private', 'United-States'), 0.18180701431116025, 0.6760306040881581]
[('Private', 'White'), ('<=50K', 'Never-married', 'United-States'), 0.18180701431116025, 0.3050917336631622]
['Never-married', ('<=50K', 'Private', 'United-States', 'White'), 0.18180701431116025, 0.5541514555836375]
[('<=50K', 'Never-married', 'Private', 'United-States'), 'cg_0', 0.20766537681960567, 0.9698795180722891]
[('<=50K', 'Never-married', 'Private', 'cg_0'), 'United-States', 0.20766537681960567, 0.8863546991742037]
[('<=50K', 'Never-married', 'United-States', 'cg_0'), 'Private', 0.20766537681960567, 0.7641541417109278]
[('<=50K', 'Private', 'United-States', 'cg_0'), 'Never-married', 0.20766537681960567, 0.4515224358974359]
[('Never-married', 'Private', 'United-States', 'cg_0'), '<=50K', 0.20766537681960567, 0.9702970297029703]
[('<=50K', 'Never-married', 'Private'), ('United-States', 'cg_0'), 0.20766537681960567, 0.8605243064392976]
[('<=50K', 'Never-married', 'United-States'), ('Private', 'cg_0'), 0.20766537681960567, 0.7405541561712846]
[('<=50K', 'Never-married', 'cg_0'), ('Private', 'United-States'), 0.20766537681960567, 0.6838592233009708]
[('<=50K', 'Private', 'United-States'), ('Never-married', 'cg_0'), 0.20766537681960567, 0.4336283185840708]
[('<=50K', 'Private', 'cg_0'), ('Never-married', 'United-States'), 0.20766537681960567, 0.39690086282796266]
[('<=50K', 'United-States', 'cg_0'), ('Never-married', 'Private'), 0.20766537681960567, 0.32096069868995636]
[('Never-married', 'Private', 'United-States'), ('<=50K', 'cg_0'), 0.20766537681960567, 0.9301237964236588]
[('Never-married', 'Private', 'cg_0'), ('<=50K', 'United-States'), 0.20766537681960567, 0.8604148110446622]
[('Never-married', 'United-States', 'cg_0'), ('<=50K', 'Private'), 0.20766537681960567, 0.7382096069868995]
[('Private', 'United-States', 'cg_0'), ('<=50K', 'Never-married'), 0.20766537681960567, 0.3643711606854187]
[('<=50K', 'Never-married'), ('Private', 'United-States', 'cg_0'), 0.20766537681960567, 0.6634615384615384]
[('<=50K', 'Private'), ('Never-married', 'United-States', 'cg_0'), 0.20766537681960567, 0.38132295719844356]
[('<=50K', 'United-States'), ('Never-married', 'Private', 'cg_0'), 0.20766537681960567, 0.3073776080730942]
[('Never-married', 'Private'), ('<=50K', 'United-States', 'cg_0'), 0.20766537681960567, 0.8260444661617395]
[('Never-married', 'United-States'), ('<=50K', 'Private', 'cg_0'), 0.20766537681960567, 0.7059191982461634]
[('Never-married', 'cg_0'), ('<=50K', 'Private', 'United-States'), 0.20766537681960567, 0.66112631990614]
[('Private', 'United-States'), ('<=50K', 'Never-married', 'cg_0'), 0.20766537681960567, 0.33583312639682145]
[('Private', 'cg_0'), ('<=50K', 'Never-married', 'United-States'), 0.20766537681960567, 0.32255294791070405]
['Never-married', ('<=50K', 'Private', 'United-States', 'cg_0'), 0.20766537681960567, 0.6329682673406346]
[('<=50K', 'Never-married', 'Private', 'United-States'), 'cl_0', 0.20846385357164793, 0.9736087205966724]
[('<=50K', 'Never-married', 'Private', 'cl_0'), 'United-States', 0.20846385357164793, 0.8863933141812483]
[('<=50K', 'Never-married', 'United-States', 'cl_0'), 'Private', 0.20846385357164793, 0.7641562535179557]
[('<=50K', 'Private', 'United-States', 'cl_0'), 'Never-married', 0.20846385357164793, 0.4485857784826857]
[('Never-married', 'Private', 'United-States', 'cl_0'), '<=50K', 0.20846385357164793, 0.9607926397735315]
[('<=50K', 'Never-married', 'Private'), ('United-States', 'cl_0'), 0.20846385357164793, 0.8638330363960295]
[('<=50K', 'Never-married', 'United-States'), ('Private', 'cl_0'), 0.20846385357164793, 0.7434015989486366]
[('<=50K', 'Never-married', 'cl_0'), ('Private', 'United-States'), 0.20846385357164793, 0.6842052212478581]
[('<=50K', 'Private', 'United-States'), ('Never-married', 'cl_0'), 0.20846385357164793, 0.4352956265230217]
[('<=50K', 'Private', 'cl_0'), ('Never-married', 'United-States'), 0.20846385357164793, 0.39407837445573296]
[('<=50K', 'United-States', 'cl_0'), ('Never-married', 'Private'), 0.20846385357164793, 0.3183118405627198]
[('Never-married', 'Private', 'United-States'), ('<=50K', 'cl_0'), 0.20846385357164793, 0.9337001375515819]
[('Never-married', 'Private', 'cl_0'), ('<=50K', 'United-States'), 0.20846385357164793, 0.8526567014194196]
[('Never-married', 'United-States', 'cl_0'), ('<=50K', 'Private'), 0.20846385357164793, 0.730520878174774]
[('Private', 'United-States', 'cl_0'), ('<=50K', 'Never-married'), 0.20846385357164793, 0.35286167281800696]
[('<=50K', 'Never-married'), ('Private', 'United-States', 'cl_0'), 0.20846385357164793, 0.6660125588697017]
[('<=50K', 'Private'), ('Never-married', 'United-States', 'cl_0'), 0.20846385357164793, 0.3827891501719957]
[('<=50K', 'United-States'), ('Never-married', 'Private', 'cl_0'), 0.20846385357164793, 0.30855947997636257]
[('Never-married', 'Private'), ('<=50K', 'United-States', 'cl_0'), 0.20846385357164793, 0.8292206205717078]
[('Never-married', 'United-States'), ('<=50K', 'Private', 'cl_0'), 0.20846385357164793, 0.7086334690468734]
[('Never-married', 'cl_0'), ('<=50K', 'Private', 'United-States'), 0.20846385357164793, 0.654643649339377]
[('Private', 'United-States'), ('<=50K', 'Never-married', 'cl_0'), 0.20846385357164793, 0.33712441023094114]
[('Private', 'cl_0'), ('<=50K', 'Never-married', 'United-States'), 0.20846385357164793, 0.3126093764391637]
['Never-married', ('<=50K', 'Private', 'United-States', 'cl_0'), 0.20846385357164793, 0.6354020406252925]
[('<=50K', 'Never-married', 'Private', 'White'), 'cg_0', 0.19344634850439163, 0.96997228210656]
[('<=50K', 'Never-married', 'Private', 'cg_0'), 'White', 0.19344634850439163, 0.8256652248001048]
[('<=50K', 'Never-married', 'White', 'cg_0'), 'Private', 0.19344634850439163, 0.7792898676234071]
[('<=50K', 'Private', 'White', 'cg_0'), 'Never-married', 0.19344634850439163, 0.4416321951903527]
[('Never-married', 'Private', 'White', 'cg_0'), '<=50K', 0.19344634850439163, 0.9678856791641057]
[('<=50K', 'Never-married', 'Private'), ('White', 'cg_0'), 0.19344634850439163, 0.8016034614405702]
[('<=50K', 'Never-married', 'White'), ('Private', 'cg_0'), 0.19344634850439163, 0.7563640730067243]
[('<=50K', 'Never-married', 'cg_0'), ('Private', 'White'), 0.19344634850439163, 0.6370347896440129]
[('<=50K', 'Private', 'White'), ('Never-married', 'cg_0'), 0.19344634850439163, 0.42354760623991394]
[('<=50K', 'Private', 'cg_0'), ('Never-married', 'White'), 0.19344634850439163, 0.3697247167928626]
[('<=50K', 'White', 'cg_0'), ('Never-married', 'Private'), 0.19344634850439163, 0.31811524670471186]
[('Never-married', 'Private', 'White'), ('<=50K', 'cg_0'), 0.19344634850439163, 0.9283714075165806]
[('Never-married', 'Private', 'cg_0'), ('<=50K', 'White'), 0.19344634850439163, 0.801501463290495]
[('Never-married', 'White', 'cg_0'), ('<=50K', 'Private'), 0.19344634850439163, 0.7510432812686301]
[('Private', 'White', 'cg_0'), ('<=50K', 'Never-married'), 0.19344634850439163, 0.3526085982982535]
[('<=50K', 'Never-married'), ('Private', 'White', 'cg_0'), 0.19344634850439163, 0.6180337519623234]
[('<=50K', 'Private'), ('Never-married', 'White', 'cg_0'), 0.19344634850439163, 0.3552134438617267]
[('<=50K', 'White'), ('Never-married', 'Private', 'cg_0'), 0.19344634850439163, 0.30431421807816805]
[('Never-married', 'Private'), ('<=50K', 'White', 'cg_0'), 0.19344634850439163, 0.7694844857073052]
[('Never-married', 'White'), ('<=50K', 'Private', 'cg_0'), 0.19344634850439163, 0.719310266072856]
[('Never-married', 'cg_0'), ('<=50K', 'Private', 'White'), 0.19344634850439163, 0.615858427845131]
[('Private', 'White'), ('<=50K', 'Never-married', 'cg_0'), 0.19344634850439163, 0.3246237889095032]
[('Private', 'cg_0'), ('<=50K', 'Never-married', 'White'), 0.19344634850439163, 0.30046746804045027]
['Never-married', ('<=50K', 'Private', 'White', 'cg_0'), 0.19344634850439163, 0.5896283815407657]
[('<=50K', 'Never-married', 'Private', 'White'), 'cl_0', 0.1942755359007432, 0.9741299661225746]
[('<=50K', 'Never-married', 'Private', 'cl_0'), 'White', 0.1942755359007432, 0.8260642465395664]
[('<=50K', 'Never-married', 'White', 'cl_0'), 'Private', 0.1942755359007432, 0.7803133094856297]
[('<=50K', 'Private', 'White', 'cl_0'), 'Never-married', 0.1942755359007432, 0.4383922383922384]
[('Never-married', 'Private', 'White', 'cl_0'), '<=50K', 0.1942755359007432, 0.959356991204125]
[('<=50K', 'Never-married', 'Private'), ('White', 'cl_0'), 0.1942755359007432, 0.8050394502417918]
[('<=50K', 'Never-married', 'White'), ('Private', 'cl_0'), 0.1942755359007432, 0.7596061479346782]
[('<=50K', 'Never-married', 'cl_0'), ('Private', 'White'), 0.1942755359007432, 0.637637334946074]
[('<=50K', 'Private', 'White'), ('Never-married', 'cl_0'), 0.1942755359007432, 0.4253630984400215]
[('<=50K', 'Private', 'cl_0'), ('Never-married', 'White'), 0.1942755359007432, 0.36725689404934686]
[('<=50K', 'White', 'cl_0'), ('Never-married', 'Private'), 0.1942755359007432, 0.31536965950446183]
[('Never-married', 'Private', 'White'), ('<=50K', 'cl_0'), 0.1942755359007432, 0.9323507737656596]
[('Never-married', 'Private', 'cl_0'), ('<=50K', 'White'), 0.1942755359007432, 0.7946237909810325]
[('Never-married', 'White', 'cl_0'), ('<=50K', 'Private'), 0.1942755359007432, 0.7444980581381664]
[('Private', 'White', 'cl_0'), ('<=50K', 'Never-married'), 0.1942755359007432, 0.34142918825561314]
[('<=50K', 'Never-married'), ('Private', 'White', 'cl_0'), 0.1942755359007432, 0.6206828885400314]
[('<=50K', 'Private'), ('Never-married', 'White', 'cl_0'), 0.1942755359007432, 0.35673602887272315]
[('<=50K', 'White'), ('Never-married', 'Private', 'cl_0'), 0.1942755359007432, 0.30561862891927144]
[('Never-married', 'Private'), ('<=50K', 'White', 'cl_0'), 0.1942755359007432, 0.7727827999022722]
[('Never-married', 'White'), ('<=50K', 'Private', 'cl_0'), 0.1942755359007432, 0.7223935137604203]
[('Never-married', 'cl_0'), ('<=50K', 'Private', 'White'), 0.1942755359007432, 0.6100877615970682]
[('Private', 'White'), ('<=50K', 'Never-married', 'cl_0'), 0.1942755359007432, 0.3260152545866832]
['Never-married', ('<=50K', 'Private', 'White', 'cl_0'), 0.1942755359007432, 0.5921557614902181]
[('<=50K', 'Never-married', 'Private', 'cg_0'), 'cl_0', 0.2281493765739205, 0.9737842443308429]
[('<=50K', 'Never-married', 'Private', 'cl_0'), 'cg_0', 0.2281493765739205, 0.9700966309741447]
[('<=50K', 'Never-married', 'cg_0', 'cl_0'), 'Private', 0.2281493765739205, 0.7724862223146511]
[('<=50K', 'Private', 'cg_0', 'cl_0'), 'Never-married', 0.2281493765739205, 0.4494524774638514]
[('Never-married', 'Private', 'cg_0', 'cl_0'), '<=50K', 0.2281493765739205, 0.9731464500916951]
[('<=50K', 'Never-married', 'Private'), ('cg_0', 'cl_0'), 0.2281493765739205, 0.9454059557139222]
[('<=50K', 'Never-married', 'cg_0'), ('Private', 'cl_0'), 0.2281493765739205, 0.7513147249190939]
[('<=50K', 'Never-married', 'cl_0'), ('Private', 'cg_0'), 0.2281493765739205, 0.7488156435843161]
[('<=50K', 'Private', 'cg_0'), ('Never-married', 'cl_0'), 0.2281493765739205, 0.43605094793684335]
[('<=50K', 'Private', 'cl_0'), ('Never-married', 'cg_0'), 0.2281493765739205, 0.43129172714078373]
[('<=50K', 'cg_0', 'cl_0'), ('Never-married', 'Private'), 0.2281493765739205, 0.32385893020619905]
[('Never-married', 'Private', 'cg_0'), ('<=50K', 'cl_0'), 0.2281493765739205, 0.9452856597531493]
[('Never-married', 'Private', 'cl_0'), ('<=50K', 'cg_0'), 0.2281493765739205, 0.9331742243436754]
[('Never-married', 'cg_0', 'cl_0'), ('<=50K', 'Private'), 0.2281493765739205, 0.7493443615089772]
[('Private', 'cg_0', 'cl_0'), ('<=50K', 'Never-married'), 0.2281493765739205, 0.371784606145531]
[('<=50K', 'Never-married'), ('Private', 'cg_0', 'cl_0'), 0.2281493765739205, 0.7289050235478807]
[('<=50K', 'Private'), ('Never-married', 'cg_0', 'cl_0'), 0.2281493765739205, 0.41893644617380027]
[('<=50K', 'cg_0'), ('Never-married', 'Private', 'cl_0'), 0.2281493765739205, 0.3136584336077686]
[('<=50K', 'cl_0'), ('Never-married', 'Private', 'cg_0'), 0.2281493765739205, 0.3098773671477434]
[('Never-married', 'Private'), ('<=50K', 'cg_0', 'cl_0'), 0.2281493765739205, 0.9075250427559247]
[('Never-married', 'cg_0'), ('<=50K', 'Private', 'cl_0'), 0.2281493765739205, 0.7263394603050449]
[('Never-married', 'cl_0'), ('<=50K', 'Private', 'cg_0'), 0.2281493765739205, 0.716462532548944]
[('Private', 'cg_0'), ('<=50K', 'Never-married', 'cl_0'), 0.2281493765739205, 0.35436939515359667]
[('Private', 'cl_0'), ('<=50K', 'Never-married', 'cg_0'), 0.2281493765739205, 0.3421295017039698]
['<=50K', ('Never-married', 'Private', 'cg_0', 'cl_0'), 0.2281493765739205, 0.3005258899676375]
['Never-married', ('<=50K', 'Private', 'cg_0', 'cl_0'), 0.2281493765739205, 0.6954039127585884]
['Private', ('<=50K', 'Never-married', 'cg_0', 'cl_0'), 0.2281493765739205, 0.3273264011279521]
[('<=50K', 'Never-married', 'United-States', 'White'), 'cg_0', 0.2281493765739205, 0.9698433420365535]
[('<=50K', 'Never-married', 'United-States', 'cg_0'), 'White', 0.2281493765739205, 0.8395298903830941]
[('<=50K', 'Never-married', 'White', 'cg_0'), 'United-States', 0.2281493765739205, 0.9190894469875046]
[('<=50K', 'United-States', 'White', 'cg_0'), 'Never-married', 0.2281493765739205, 0.4105100292866221]
[('Never-married', 'United-States', 'White', 'cg_0'), '<=50K', 0.2281493765739205, 0.9630541871921182]
